quest_id,answer_predict
122,"Coronavirus là một nhóm gồm các loại virus thuộc phân họ ""Coronavirinae"" trong Họ ""Coronaviridae"", theo Bộ Nidovirales. Coronavirus gây bệnh ở các loài động vật có vú, bao gồm cả con người và chim. Ở người, virus gây nhiễm trùng đường hô hấp thường là nhẹ nhưng trong trường hợp ít gặp có thể gây tử vong."
123,"Google Dịch sử dụng công nghệ Dịch máy Neural (Neural Machine Translation - NMT) đối với phần lớn các cặp ngôn ngữ, cho kết quả chính xác hơn so với các phương pháp khác."
124,"""Bánh trôi nước"" và ""Tự tình II""."
125,"Tứ giác kinh tế trọng điểm là một khu vực kinh tế trọng điểm bao gồm Thành phố Hồ Chí Minh, Bình Dương, Đồng Nai và Bà Rịa – Vũng Tàu."
126,"Bộ Công an (tiền thân là Bộ Nội vụ) là cơ quan công quyền trực thuộc Chính phủ Việt Nam, thực hiện chức năng quản lý nhà nước về an ninh trật tự, an toàn xã hội; phản gián; điều tra phòng chống tội phạm; phòng cháy chữa cháy và cứu hộ; thi hành án hình sự, thi hành án không phải phạt tù, tạm giữ, tạm giam; bảo vệ, hỗ trợ tư pháp; quản lý nhà nước các dịch vụ công trong ngành, lĩnh vực thuộc phạm vi quản lý nhà nước của Bộ. Bộ Công an là cơ quan quản lý Lực lượng Công an nhân dân Việt Nam."
127,"Kênh đào Suez được hoàn thành bởi Ai Cập. Nó được khởi công vào ngày 25 tháng 4 năm 1859 và hoàn thành vào ngày 17 tháng 11 năm 1869. Khi hoàn thành, kênh đào Suez dài 193,30 km (120,11 dặm), khúc hẹp nhất là 60 m, và độ sâu tại đó là 24 m đủ khả năng cho tàu lớn 250.000 tấn qua được."
128,"Bác sĩ riêng của Hồ Chí Minh, Vũ Đình Tụng, người là một giáo dân Công giáo, đã đề xuất lấy ngày 2 tháng 9 làm ngày Quốc khánh."
129,"Bộ phim ""Mắt biếc"" đã được chọn vào danh sách đề cử rút gọn tại Giải Oscar 2021."
130,"Chữ Hán cổ nhất được cho là loại chữ Giáp Cốt (Giáp cốt văn 甲骨文), chữ viết xuất hiện vào đời nhà Ân (殷) vào khoảng 1600-1020 trước Công Nguyên."
131,"Mục đích của Ngày Quốc tế nam giới là làm chú ý đến sự phân biệt đối xử đối với nam giới và trẻ em trai trong các lĩnh vực y tế, luật gia đình, giáo dục và truyền thông, cũng như để vinh danh những thành tựu tích cực và đóng góp của nam giới."
132,Thời gian đàm phán Hiệp định Paris 1973 diễn ra trong khoảng từ tháng 5 năm 1968 đến tháng 1 năm 1973.
133,"Khi cờ tàn còn Pháo, phải chú ý bảo vệ Sĩ vì Sĩ còn được dùng để làm ngòi cho Pháo tấn công."
134,"Đối tác chiến lược toàn diện trong quan hệ ngoại giao của Việt Nam bao gồm các nước sau: Trung Quốc, Nga, Ấn Độ, Hàn Quốc, Nhật Bản, Tây Ban Nha, Vương quốc Liên hiệp Anh và Bắc Ireland, Đức, Ý, Pháp, Indonesia, Thái Lan, Singapore, Malaysia, Philippines, Úc, New Zealand, Nam Phi, Venezuela, Chile, Brazil, Argentina, Ukraina, Hoa Kỳ, Đan Mạch, Myanmar, Canada, Hungary, Brunei, Hà Lan"
135,Lucifer phản bội đức tin của mình vì không muốn phải phục vụ con người và cho rằng loài người mới là những kẻ hạ đẳng. Lucifer triệu tập tất cả những thiên thần nổi loạn ủng hộ mình và khơi mào cho cuộc Chiến tranh trên Thiên đàng.
136,"Lý Thái Tổ chọn đặt kinh đô tại Hoa Lư, một vị trí cố thủ tự nhiên giữa những mỏm núi đá nằm bên rìa phía Đông Nam đồng bằng sông Hồng, kiểm soát tuyến đường đất từ đồng bằng sông Hồng tới các tỉnh phía Nam, cũng là tiền đồn của những tỉnh phía Nam nhìn ra đồng bằng sông Hồng."
137,"Ông Huỳnh Uy Dũng đã cùng với vợ ông là bà Nguyễn Phương Hằng lên tiếng cáo buộc ông Võ Hoàng Yên với hành vi chữa bệnh bằng cách bấm huyệt, lừa đảo chiếm đoạt tiền cứu trợ lũ lụt, xây chùa mà hai người quyên góp."
138,Mbappé đã ký hợp đồng với Paris Saint-Germain vào năm 2017 ở tuổi 18.
139,"Biển Đông là tên riêng mà Việt Nam dùng để gọi vùng biển có tên quốc tế là South China Sea (tiếng Anh, nghĩa là biển ở phía Nam Trung Quốc) hay Mer de Chine méridionale (tiếng Pháp), là một biển rìa lục địa và là một phần của Thái Bình Dương, trải rộng từ Singapore tới eo biển Đài Loan và bao phủ một diện tích khoảng 3.447.000 km²."
140,"Đoạn văn: Đường lên đỉnh Olympia năm thứ 20. Phát sóng: 20h10 ngày 19 tháng 9 năm 2020 trên VTV1. Tổng kết chung cuộc. Dưới đây là thống kê các số điểm cao của các phần thi và các số phát sóng mà mỗi thí sinh giành được và số thí sinh của các tỉnh, thành đã tham gia chương trình. Số liệu được lấy từ thống kê các số phát sóng phía trên."
141,"SEAP Games đầu tiên được tổ chức tại Bangkok từ 12-17 tháng 12, 1959 với hơn 527 vận động viên và quan chức thể thao đến từ Thái Lan, Miến Điện, Malaysia, Singapore, Việt Nam và Lào tham dự trong 12 môn thể thao."
142,"Hoa hậu Hòa bình Quốc tế lần đầu tiên được tổ chức vào năm 2013 tại Băng Cốc, Thái Lan."
143,"Mục đích của Đài Á Châu Tự Do là cung cấp một diễn đàn cho nhiều ý kiến và tiếng nói trong các quốc gia cộng sản, chẳng hạn như Hoa Kỳ, Trung Quốc và các quốc gia khác."
144,"Quốc hội khóa XII có 450 đại biểu, được bầu vào ngày 20 tháng 7 năm 1997. Kỳ họp đầu tiên được tổ chức vào ngày 18 tháng 9 đến ngày 29 tháng 9 năm 1997."
145,"Tầng lớp Itaewon có sự tham gia của dàn diễn viên gồm Park Seo-joon, Kim Da-mi, Yoo Jae-myung và Kwon Nara."
146,"Các dân tộc tại Việt Nam chủ yếu sinh sống tại các vùng đồng bằng, hải đảo và tại các khu đô thị."
147,"Hải Dương nằm trong vùng khí hậu cận nhiệt đới ẩm, chia làm 4 mùa rõ rệt (mùa xuân, mùa hạ, mùa thu, mùa đông). Vào giai đoạn từ tiết lập xuân đến tiết thanh minh (khoảng đầu tháng 2 - đầu tháng 4 dương lịch) có hiện tượng mưa phùn và nồm là giai đoạn chuyển tiếp từ mùa khô sang mùa mưa. Mùa mưa kéo dài từ tháng 5 đến tháng 9 hàng năm."
148,"Tôn Đức Thắng bị thực dân Pháp bắt ở Sài Gòn vào năm 1928. Cảnh sát thực dân Pháp gán cho ông vào tội chủ mưu giết người trong vụ ám sát một người hợp tác với chính quyền thuộc địa Nam Kỳ tên là Phát do các đồng chí của ông thực hiện, đường Barbier (nay là đường Thạch Thị Thanh)."
149,SNH48 đã tách ra khỏi 48 Group vào năm 2015 chính thức không còn là nhóm chị em với AKB48 vì tranh chấp hợp đồng lợi nhuận.
150,"Quân đội nhân dân Việt Nam được thành lập vào ngày 19 tháng 4 năm 1946. Tên ban đầu là Quân đội nhân dân Việt Nam, sau đó được đổi thành Quân đội nhân dân. Quân đội nhân dân Việt Nam là một quân đội được thành lập bởi Hồ Chí Minh và Đảng Cộng sản Việt Nam. Quân đội nhân dân Việt Nam được thành lập để bảo vệ tính mạng, tài sản và quyền làm chủ của nhân dân, bảo vệ nền độc lập và bản sắc dân tộc."
151,"Bình Ngô đại cáo do Nguyễn Trãi sáng tác vào mùa xuân năm 1428, thay lời Bình Định Vương Lê Lợi để tuyên cáo về việc giành chiến thắng trong cuộc kháng chiến với nhà Minh, khẳng định sự độc lập của nước Đại Việt."
152,"Ông Hoàng Trung Hải bị xem xét kỷ luật vì thời gian làm Phó Thủ tướng đã có vi phạm, khuyết điểm khi cho một số ý kiến chỉ đạo đối với Dự án TISCO II."
153,"Quân chủng Phòng không – Không quân, Quân đội nhân dân Việt Nam. Quân chủng Phòng không – Không quân, Quân đội nhân dân Việt Nam Quân chủng Phòng không – Không quân là một trong ba quân chủng của Quân đội nhân dân Việt Nam trực thuộc Bộ Quốc phòng, có nhiệm vụ chiến đấu bảo vệ không phận, mặt đất và biển đảo Việt Nam; cứu trợ, tìm kiếm cứu nạn và các nhiệm vụ khác."
154,"Kênh VTV3 được thành lập vào năm 1996. Đến năm 1998, kênh được phát sóng qua vệ tinh đến các địa phương trên toàn quốc. Các kênh VTV4, VTV5 (cùng các kênh khu vực), VTV6, VTV7, VTV8, VTV9, VTV Cần Thơ bắt đầu lên sóng lần lượt trong các năm sau đó."
155,"Đúng vậy, lá cờ đỏ sao vàng được Lê Quý Trinh sáng tạo ra. Bài báo đề cập rằng lá cờ ban đầu được thiết kế bởi Việt Nam Dân chủ Cộng hòa và sau đó được chính thức sử dụng bởi Việt Nam Dân chủ Cộng hòa. Sau khi chiến tranh Việt Nam kết thúc và hai miền thống nhất, lá cờ tiếp tục trở thành quốc kỳ Cộng hòa Xã hội chủ nghĩa Việt Nam thông qua Kỳ họp thứ nhất, Quốc hội Việt Nam khóa VI."
156,Nhà thờ chính tòa Đức Bà Sài Gòn có sức chứa khoảng 1.000 người. Đây là một trong những nhà thờ chính tòa lớn nhất ở Việt Nam và là một trong những công trình kiến ​​trúc độc đáo của Thành phố Hồ Chí Minh.
157,"- Lý Thái Tổ tên thật là Lý Công Uẩn, người châu Cổ Pháp (thuộc Từ Sơn, Bắc Ninh).
- Ông có một anh trai và một em trai.
- Ông còn có một người chú được phong Vũ Đạo vương."
158,"Hiện nay, ông Phan Văn Giang có quân hàm là Đại tướng. Ông là một tướng lĩnh, chính trị gia người Việt Nam, hiện là Bộ trưởng Bộ Quốc phòng Việt Nam, Đại biểu Quốc hội Việt Nam khóa XV thuộc đoàn đại biểu Quốc hội tỉnh Thái Nguyên."
159,"Quân chủng Phòng không – Không quân, Quân đội nhân dân Việt Nam. Quân chủng Phòng không – Không quân, Quân đội nhân dân Việt Nam là một trong ba quân chủng của Quân đội nhân dân Việt Nam trực thuộc Bộ Quốc phòng, có nhiệm vụ chiến đấu bảo vệ không phận, mặt đất và biển đảo Việt Nam; cứu trợ, tìm kiếm cứu nạn và các nhiệm vụ khác."
160,Vũ khí hạt nhân đã gây ra hậu quả đáng kể cho con người. Nó đã giết chết khoảng 200.000 người và phá hủy một số thành phố.
161,"Tôn Thất Tùng có 3 người con, đều theo ngành y. Ông có một người con gái tên Tôn Nữ Ngọc Trân, một người con trai tên Tôn Thất Bách và một người con gái tên Tôn Nữ Hồng Tâm."
162,"Chủ tịch nước có vai trò là Thống lĩnh của Quân đội nhân dân Việt Nam và giữ vai trò là Chủ tịch Hội đồng Quốc phòng và An ninh thông qua Hội đồng Quốc phòng và An ninh. Quân ủy Trung ương là cơ quan lãnh đạo của Đảng Cộng sản Việt Nam trong Quân đội nhân dân Việt Nam, được thành lập vào tháng 1 năm 1946 do Tổng Bí thư Đảng Cộng sản Việt Nam trực tiếp làm Bí thư Quân ủy Trung ương. Do Việt Nam là nước đơn đảng, Đảng lãnh đạo Nhà nước và xã hội, lãnh đạo Quân đội trực tiếp, tuyệt đối nên Tổng Bí thư (kiêm nhiệm Bí thư Quân ủy Trung ương) là chức danh lãnh đạo cao nhất đối với quân đội."
163,"Đập Tam Hiệp nằm ở Tam Đẩu Bình, Nghi Xương, tỉnh Hồ Bắc, Trung Quốc."
164,"Theo Forbes, tài sản của ông Phạm Nhật Vượng trị giá 8,3 tỷ USD vào đầu tháng 12 năm 2021."
165,"Daniel ""C418"" Rosenfeld là người sản xuất âm thanh cho trò chơi Minecraft."
166,"Chiếu Cần Vương kêu gọi nhân dân cùng tham gia chống Pháp, khôi phục nền độc lập, khôi phục chế độ phong kiến có vua là người tài giỏi."
167,"Gia Lai là một tỉnh vùng cao nằm ở phía bắc Tây Nguyên trên độ cao trung bình 700 - 800 mét so với mực nước biển. Nó cách Hà Nội 1120 km, cách Đà Nẵng 396 km, cách Thành phố Hồ Chí Minh 491 km."
168,Các thành viên chính thức của chương trình và khách mời cùng tham gia trò chơi và làm nhiệm vụ để giành chiến thắng trong mỗi cuộc đua.
169,"Nguyễn Văn Nên bắt đầu sự nghiệp công tác của mình ở quê nhà Tây Ninh khi mới 18 tuổi, thuộc lĩnh vực công an nhân dân. Từ tháng 4 năm 1975 đến tháng 9 năm 1985, ông là chiến sĩ cảnh sát hình sự rồi Đội trưởng hình sự của Công an huyện Gò Dầu, tỉnh Tây Ninh. Tháng 10 năm 1985, ông được bầu làm Huyện ủy viên, Bí thư chi bộ, Phó Trưởng Công an huyện Gò Dầu. Tháng 1 năm 1988, ông được giữ nhiệm vụ Quyền Trưởng Công an huyện Gò Dầu và chính thức trở thành Ủy viên Ban Thường vụ Huyện ủy, Trưởng Công an huyện Gò Dầu. Lúc này, ông 32 tuổi, giữ vị trí lãnh đạo cấp cao của Huyện ủy và toàn bộ huyện Gò Dầu, huyện phía Nam tỉnh Tây Ninh. Tháng 1 năm 1992, ông được bổ nhiệm làm Phó Bí thư thường trực Huyện ủy, Chủ tịch Hội đồng nhân dân huyện Gò Dầu. Ông chính thức chuyển đổi lĩnh vực của sự nghiệp, kết thúc 17 năm trong ngành công an nhân dân, bắt đầu sự nghiệp lãnh đạo tổ chức Đảng và Chính quyền địa phương. Tháng 4 năm 1996, ông được bổ nhiệm thăng cấp làm Tỉnh ủy viên, Bí thư Huyện ủy kiêm Chủ tịch Hội đồng nhân dân huyện Gò Dầu. Ông trở thành lãnh đạo toàn diện huyện Gò Dầu. Tháng 8 năm 1999, ông được điều chuyển về tỉnh lỵ, thành phố Tây Ninh, giữ chức vụ Tỉnh ủy viên, Trưởng ban Tổ chức chính quyền tỉnh Tây Ninh, một chức vụ phụ trách nhân lực, cán bộ, công chức, viên chức trong tổ chức tỉnh những thời kỳ trước 2000, được chuyển đổi thành Giám đốc Sở Nội vụ thuộc Ủy ban nhân dân tỉnh từ những năm 2001, 2002. Tháng 2 năm 2001, ông được thăng cấp thành Ủy viên Ban Thường vụ, Trưởng ban Tổ chức Tỉnh ủy Tây Ninh, một trong 13 người lãnh đạo toàn diện tỉnh Tây Ninh. Đến tháng 6 năm 2004, ông là Ủy viên Ban Thường vụ, Trưởng ban Tổ chức Tỉnh ủy Tây Ninh, kiêm Chủ tịch Hội đồng nhân dân tỉnh, Trưởng ban Bảo vệ sức khỏe cán bộ tỉnh Tây Ninh. Tháng 2 năm 2005, ông giữ thêm vị trí Thường trực Ban thường vụ Tỉnh ủy, Chủ tịch Hội đồng nhân dân kiêm Trưởng ban Tổ chức Tỉnh ủy Tây Ninh."
170,"Võ Văn Thưởng theo học chuyên ngành Triết học Marx – Lenin tại Khoa Triết học, Trường Đại học Tổng hợp Thành phố Hồ Chí Minh."
171,Tô Định đã giết Thi Sách để hy vọng dập tắt sớm ý định chống đối.
172,"Năm 19 tuổi, Khổng Tử lấy vợ."
173,Bệnh nhân đầu tiên xác nhận nhiễm bệnh COVID-19 tại Việt Nam là một nam 66 tuổi đến từ Vũ Hán. Anh ta đến thăm con trai ở Việt Nam và bị nhiễm bệnh khi gặp gỡ tại Nha Trang.
174,Leonardo da Vinci.
175,"GDP là viết tắt của ""gross domestic product"", là tổng sản phẩm nội địa. Nó là một chỉ số quan trọng trong kinh tế, cho biết giá trị thị trường của tất cả hàng hóa và dịch vụ được sản xuất trong một lãnh thổ nhất định trong một khoảng thời gian nhất định."
176,"Từ đoạn văn, chúng ta có thể thấy ông Phan Văn Mãi giữ chức Bí thư tỉnh ủy tỉnh Bến Tre từ tháng 11/1995 đến tháng 1/2012. Sau đó, ông Mãi được bầu làm Phó Bí thư Thường trực Tỉnh ủy Bến Tre từ tháng 1/2012 đến ngày 10/3/2014. Từ ngày 11 tháng 3 năm 2014 đến ngày 16 tháng 11 năm 2015, ông Mãi được bầu làm Phó Bí thư Thường trực Tỉnh ủy Bến Tre. Từ ngày 26 tháng 1 năm 2016 đến ngày nay, ông Mãi là Ủy viên Trung ương Đảng."
177,"Binz đã chịu ảnh hưởng từ một số nghệ sĩ trước khi đến Texas. Anh ấy đã nghe một ca khúc của Khanh Nhỏ và sau đó anh ấy đã theo đuổi con đường âm nhạc thần tượng Diddy, Jayz."
178,"Các tên gọi của các cung Hoàng Đạo là mười hai cung 30°Của Hoàng Đạo, bắt đầu từ điểm xuân phân (một trong những giao điểm của Hoàng Đạo với Xích đạo thiên cầu), còn được gọi là Điểm Đầu của Bạch Dương."
179,"Một số công trình liên quan đến Lý Thái Tổ bao gồm đền thờ ở phường Đình Bảng, quận Từ Sơn, tỉnh Bắc Ninh, nơi là quê hương của nhà Lý, và một số di tích ở Hoa Lư, nơi có bài vị phối thờ Hoàng hậu Lê Thị Phất Ngân và Lý Thái Tổ."
180,Ngân hàng TMCP Quân đội khai trương chi nhánh thứ hai tại nước ngoài tại Campuchia vào năm 2010.
181,"""Next Level"" là phiên bản làm lại từ bài hát nhạc phim cùng tên của bộ phim """"."
182,"Trần Đại Quang sinh ra tại thôn Lưu Quang, xã Quang Thiện, huyện Kim Sơn, tỉnh Ninh Bình."
183,"1. Danh từ riêng 2. Danh từ chung"
184,"Mã Morse thường được truyền bằng cách bật tắt khóa của một phương tiện mang thông tin như dòng điện, sóng vô tuyến, ánh sáng nhìn thấy hoặc sóng âm thanh."
185,"Theo đoạn văn, Thúy Kiều có hai chị em. Thuý Kiều là trưởng nữ, còn Thuý Vân là thứ nữ. Tuy nhiên, đoạn văn cũng đề cập rằng Thúy Kiều ""lại là phần hơn"" về tài sắc."
186,"""Vượt ngục"" đã được đề cử cho một số giải thưởng, bao gồm People's Choice Award và Quả cầu vàng năm 2005 cho phim truyền hình hay nhất."
187,"Xã hội nguyên thủy kết thúc do có công cụ lao động mới, tức sự xuất hiện các công cụ kim loại, một số người có khả năng lao động giỏi hơn, tạo ra nhiều của cải hơn đến nỗi dư thừa, hoặc lợi dụng vị trí hay uy tín của mình để chiếm đoạt một phần của cải dư thừa của người khác và trở nên giàu có, còn một số người khác lại khổ cực thiếu thốn."
188,"Maslow đặt ra thuật ngữ siêu năng lực để mô tả mức độ cao nhất và toàn diện nhất của ý thức con người, hành xử và liên hệ, như là kết quả chứ không phải là mức độ trung bình, đối với người khác, đối với con người nói chung, đối với các loài khác, đối với tự nhiên và đối với vũ trụ."
189,"Giải thưởng Quả bóng vàng Châu Âu được tổ chức lần đầu tiên vào năm 1956. Giải thưởng này được trao cho cầu thủ nam có thành tích tốt nhất trong năm trước, dựa trên bình chọn của các nhà báo bóng đá."
190,"Địa hình Tuy Hòa chia làm ba phần rõ rệt, phần đồi núi phía Tây Bắc, phần ven biển phía Đông và phần đồng bằng phù sa phía nam thành phố."
191,"Đột biến sinh học là những biến đổi bất thường trong vật chất di truyền ở cấp độ phân tử (DNA, gen) hoặc cấp độ tế bào (nhiễm sắc thể), dẫn đến sự biến đổi đột ngột của một hoặc một số tính trạng, những biến đổi này có tính chất bền vững và có thể di truyền cho các đời sau."
192,Lời kêu gọi toàn quốc kháng chiến được Hồ Chí Minh soạn thảo.
193,Đoàn Chủ tịch Quốc hội Mông Cổ đã trao tặng ông Tôn Đức Thắng Huân chương Sao Vàng.
194,Nicolas Anelka nói rằng khả năng chạy chỗ vào hàng phòng ngự của Mbappé khiến anh nhớ đến Ronaldo của Thế vận hội 1996.
195,"""Bố già"" đã được công chiếu tại Singapore, Malaysia và Thái Lan."
196,"Gia Lai đứng thứ hai về diện tích và đứng thứ hai về dân số vùng Tây Nguyên. Gia Lai đứng thứ 30 về Tổng sản phẩm trên địa bàn (GRDP), đứng thứ 33 về GRDP bình quân đầu người, đứng thứ 33 về tốc độ tăng trưởng GRDP."
197,Trung Quốc.
198,"Kinh tế thị trường định hướng xã hội chủ nghĩa là tên gọi mà Đảng Cộng sản Việt Nam đặt ra cho mô hình kinh tế hiện tại của nước Cộng hòa Xã hội Chủ nghĩa Việt Nam. Nó được mô tả là một nền kinh tế thị trường nhiều thành phần, trong đó nhà nước giữ vai trò chủ đạo và có trách nhiệm định hướng nền kinh tế, với mục tiêu dài hạn là xây dựng chủ nghĩa xã hội."
199,Không có thông tin nào trong đoạn văn được cung cấp về việc ông Xuân Diệu tham gia viết báo cho các tờ báo.
200,Hội chứng hô hấp cấp tính nặng có thể bắt nguồn từ chợ động vật hoang dã ở Trung Quốc.
201,"Theo cách sử dụng đương đại, Mỹ Latinh có thể được phân thành một vài tiểu vùng dựa trên các yếu tố địa lý, chính trị, nhân khẩu và văn hóa. Các tiểu vùng địa lý cơ bản của Mỹ Latinh là Bắc Mỹ, Trung Mỹ, Caribe và Nam Mỹ."
202,"Các mã cổ phiếu thuộc tập đoàn Vingroup là VIC, VHM và VRE."
203,"Ông Trần Văn Giàu phát biểu trong ngày 2-9-1945 tại Sài Gòn. Ông phát biểu tại lễ đài lễ độc lập tại đường Cộng Hòa, ngay phía sau nhà thờ Đức Bà."
204,"Quyển Artbook đầu tiên, ""One Piece: Color Walk 1"", được phát hành tháng 6/2001. Quyển thứ hai, ""One Piece: Color Walk 2"", được phát hành ngày 4/11/2003. Quyển thứ ba, ""One Piece: Color Walk 3 - Lion"", ra mắt ngày 5/1/2006. Quyển thứ tư, ""One Piece: Color Walk 4 Eagle"", ra mắt ngày 4 tháng 5 năm 2010. Quyển thứ năm, ""One Piece: Color Walk 5 Shark"", ra mắt ngày 3 tháng 12 năm 2010. Quyển thứ sáu, ""One Piece: Color Walk 6 Gorilla"", ra mắt ngày 4 tháng 1 năm 2014. Quyển thứ bảy, ""One Piece: Color Walk 7 Tyrannosaurus"", ra mắt ngày 4 tháng 7 năm 2016."
205,"Biến đổi khí hậu là sự thay đổi của hệ thống khí hậu gồm khí quyển, thủy quyển, sinh quyển, thạch quyển, băng quyển hiện tại và trong tương lai bởi các nguyên nhân tự nhiên và nhân tạo trong một giai đoạn nhất định tính bằng thập kỷ hay hàng triệu năm."
206,"Landmark 81 là tòa nhà cao nhất Việt Nam, toà nhà cao thứ hai Đông Nam Á và là tòa nhà cao thứ 17 trên thế giới."
207,Số 0 được coi là số nguyên hữu tỉ.
208,"Hoa hồng thường được sử dụng như một biểu tượng của sự phục sinh huyền bí vì nó tượng trưng cho sự dâng hiến tình yêu, tình yêu trong trắng và sự dâng hiến."
209,World Cup năm 1994.
210,S = D * H
211,"Thủ môn là cầu thủ chơi ở vị trí thấp nhất của đội bóng, đứng ngay trước khung thành của đội nhà."
212,Người dân yêu mến ông Khuất Nguyên vì sợ cá tôm rỉa xác của ông nên đã dùng nếp và lá để gói thành bánh đem thả xuống sông cho cá ăn để bảo vệ thân xác của ông.
213,"Trường Trung học phổ thông chuyên Nguyễn Thiện Thành là một trường phổ thông chuyên của tỉnh Trà Vinh. Trường được thành lập vào năm 2006 và là một phần của hệ thống giáo dục chuyên nghiệp của tỉnh. Trường có một chương trình giáo dục tiên tiến và hiện đại, cung cấp giáo dục chất lượng cao cho học sinh. Trường có một đội ngũ giáo viên và nhân viên chuyên nghiệp, tận tâm và tận tâm, sẵn sàng hỗ trợ học sinh phát triển toàn diện."
214,"Long An nổi tiếng với nhiều sản phẩm nông nghiệp như gạo tài nguyên, gạo nàng thơm Chợ Đào, rượu đế Gò Đen, dưa hấu Long Trì, dứa Bến Lức, đậu phộng Đức Hòa, mía Thủ Thừa, thanh long Châu Thành..."
215,"Thất Tịch là một lễ hội ở Việt Nam, diễn ra vào ngày 7/7 âm lịch. Nó được tổ chức bởi các thiếu nữ và cung đình. Trong lễ hội, các thiếu nữ luồn chỉ vào 7 cái kim rồi thả nhẹ trên nước để không chìm. Kết thúc bái tạ trước bàn tế có lư trầm hương."
216,Nguyên mẫu của quốc kỳ Việt Nam hiện nay được ghi nhận xuất hiện lần đầu tiên trong cuộc Nam Kỳ khởi nghĩa ngày 23 tháng 11 năm 1940.
217,Đội Thiếu niên Tiền phong Hồ Chí Minh được đặt tên là Đội Thiếu niên Tháng Tám vào năm 1956.
218,"Cấp bậc Thượng tá bị bãi bỏ vào năm 1982, khi Quân Giải phóng Miền Nam Việt Nam sáp nhập hoàn toàn với Quân đội nhân dân Việt Nam."
219,"Việt Nam có ba vùng khí hậu: miền Bắc, miền Bắc Trung Bộ và miền Nam. Vùng khí hậu miền Bắc có khí hậu cận nhiệt đới ẩm, miền Bắc Trung Bộ có khí hậu nhiệt đới gió mùa và miền Nam có khí hậu cận xích đạo."
220,"Trong phần thi Khởi động của Đường lên đỉnh Olympia năm thứ 20, mỗi thí sinh sẽ khởi động với tất cả các câu hỏi thuộc các lĩnh vực Toán, Lý, Hóa, Sinh, Văn, Sử, Địa, Thể thao, Nghệ thuật, Tiếng Anh... Mỗi câu trả lời đúng được 10 điểm, trả lời sai không tính điểm."
221,"Phần cuối cùng của bộ truyện Harry Potter là ""Harry Potter and the Deathly Hallows"" (""Harry Potter và Bảo bối Tử thần"")."
222,"Đảng Cộng sản Việt Nam đã có ảnh hưởng đáng kể đến Đoàn Thanh niên Cộng sản Hồ Chí Minh. Điều này có thể được suy ra từ đoạn văn đề cập rằng tổ chức này do Đảng Cộng sản Việt Nam và Chủ tịch Hồ Chí Minh sáng lập, lãnh đạo và rèn luyện."
223,"Ở Nghệ An, có 21 đơn vị hành chính cấp huyện, bao gồm 1 thành phố, 3 thị xã và 17 huyện. Các huyện này có 460 đơn vị hành chính cấp xã, bao gồm 411 xã, 32 phường và 17 thị trấn."
224,Roblox ở Trung Quốc được gọi là Luobulesi.
225,"Bài báo đề cập rằng bài hát ""Cha già rồi đúng không"" của nhạc sĩ Phạm Hồng Phước được chọn làm nhạc phim, do ca sĩ Ali Hoàng Dương trình bày. Bài hát thứ hai được công bố là ""Sao cha không"" do Phan Mạnh Quỳnh sáng tác và thể hiện."
226,"Người đến thăm Lăng Chủ tịch Hồ Chí Minh phải tuân theo những yêu cầu như ăn mặc chỉnh tề, không mang máy ảnh, điện thoại di động có chức năng quay phim, chụp ảnh, tắt điện thoại, không mang đồ ăn thức uống và giữ trật tự trong lăng."
227,"Quốc hiệu đầu tiên của Việt Nam tồn tại từ năm 1054, khi vua Lý Thánh Tông lên ngôi. Quốc hiệu này tồn tại lâu dài nhất, dù bị gián đoạn 7 năm thời nhà Hồ và 20 năm thời thuộc Minh, kéo dài đến năm 1804, trải qua các vương triều Lý, Trần, Lê, Mạc và Tây Sơn, khoảng 724 năm."
228,"Gia đình Hồ Chí Minh bao gồm cha mẹ và anh chị em. Cha của Hồ Chí Minh là Nguyễn Sinh Cung, một nhà Nho ở làng Sen, xã Kim Liên, huyện Nam Đàn, tỉnh Nghệ An. Mẹ của Hồ Chí Minh là Nguyễn Thị Ngọc, một người phụ nữ Việt Nam. Anh chị em của Hồ Chí Minh bao gồm Hồ Chí Minh, Hồ Chí Minh, Hồ Chí Minh và Hồ Chí Minh."
229,Buổi phát sóng truyền hình đầu tiên của Đài Tiếng nói Việt Nam diễn ra vào tối ngày 7 tháng 9 năm 1970.
230,"Quân đội nhân dân Việt Nam là tên gọi của quân đội do Hồ Chí Minh sáng lập. Ông cho rằng đây là quân đội ""từ nhân dân mà ra, vì nhân dân mà chiến đấu, vì nhân dân phục vụ"". Sau này, Đảng Cộng sản Việt Nam mở rộng thêm: ""có nguồn gốc nhân dân, bảo vệ tính mạng, tài sản và quyền làm chủ của nhân dân, bảo vệ nền độc lập thống nhất và bản sắc dân tộc""."
231,"Thế vận hội Mùa hè 2020 là Thế vận hội thứ tư được tổ chức ở Nhật Bản. Tokyo đã được chọn là thành phố chủ nhà trong phiên họp IOC lần thứ 125 ở Buenos Aires, Argentina vào ngày 7 tháng 9 năm 2013. Thế vận hội 2020 sẽ đánh dấu lần thứ hai Nhật Bản tổ chức Thế vận hội Mùa hè, lần đầu tiên cũng ở Tokyo vào năm 1964, đánh dấu việc đây là thành phố đầu tiên ở châu Á tổ chức Thế vận hội Mùa hè hai lần và đồng thời đây là lần thứ tư Thế vận hội Mùa hè được tổ chức tại châu Á."
